"probs","geography","gender","numofproducts","hascrcard","isactivemember","exited","creditscore_bin","age_bin","tenure_bin","balance_bin","estimatedsalary_bin"
0.184,"Spain","Female",2,0,1,0,"600-850","35-45","<3","<100K","+150K"
0.02,"France","Female",1,1,1,0,"350-600","35-45","5-7","<100K","50K-100K"
0.204,"Germany","Male",2,1,1,0,"600-850","35-45","+7","130K-170K","50K-100K"
0.056,"Spain","Male",2,0,1,0,"350-600","18-35","+7","<100K","<50K"
0.164,"France","Female",2,1,0,0,"600-850","18-35","<3","100K-130K","100K-150K"
0.916,"Germany","Male",2,1,1,0,"<350","35-45","5-7","<100K","+150K"
0.192,"France","Female",1,1,0,0,"<350","35-45","3-5","<100K","50K-100K"
0.068,"France","Female",1,1,0,1,"350-600","35-45","+7","130K-170K","50K-100K"
0.06,"France","Male",2,0,0,0,"600-850","35-45","3-5","130K-170K","50K-100K"
0.156,"Germany","Female",1,0,1,1,"350-600","45+","3-5","100K-130K","<50K"
0.568,"Spain","Male",2,1,1,0,"350-600","18-35","3-5","<100K","<50K"
0.016,"France","Female",2,1,1,0,"600-850","18-35","3-5","<100K","100K-150K"
0.052,"Spain","Male",1,1,0,0,"600-850","35-45","+7","130K-170K","100K-150K"
0.528,"Germany","Male",1,1,1,0,"350-600","18-35","<3","<100K","50K-100K"
0.124,"France","Male",2,1,1,0,"600-850","18-35","3-5","<100K","+150K"
0.02,"Spain","Female",2,0,1,0,"600-850","45+","+7","<100K","100K-150K"
0.208,"Germany","Male",1,1,1,0,"<350","35-45","<3","<100K","50K-100K"
0.012,"France","Female",1,1,1,0,"<350","45+","<3","130K-170K","50K-100K"
0.032,"France","Female",2,1,0,1,"350-600","35-45","<3","<100K","<50K"
0.596,"France","Female",1,1,1,0,"<350","18-35","<3","<100K","+150K"
0.368,"France","Female",2,0,1,0,"<350","18-35","+7","<100K","100K-150K"
0.84,"France","Female",1,1,0,0,"600-850","35-45","<3","100K-130K","+150K"
0.056,"France","Male",3,1,1,1,"350-600","45+","+7","<100K","50K-100K"
0.148,"France","Male",1,1,0,0,"600-850","35-45","+7","<100K","100K-150K"
0.396,"Spain","Male",1,1,0,0,"600-850","18-35","3-5","<100K","<50K"
0.012,"Germany","Female",1,0,0,0,"<350","18-35","+7","100K-130K","<50K"
0.728,"France","Male",3,1,0,1,"600-850","35-45","5-7","100K-130K","<50K"
0.2,"Spain","Male",2,0,1,0,"350-600","45+","5-7","<100K","+150K"
0.036,"France","Male",2,1,0,0,"<350","35-45","+7","<100K","50K-100K"
0.08,"France","Female",2,1,1,0,"600-850","35-45","5-7","<100K","+150K"
0.024,"Germany","Female",3,0,0,1,"350-600","35-45","<3","<100K","<50K"
0.128,"France","Female",1,1,1,1,"350-600","45+","+7","100K-130K","+150K"
0.088,"France","Female",2,1,1,0,"<350","18-35","3-5","<100K","100K-150K"
0.416,"France","Male",2,1,1,0,"600-850","18-35","5-7","<100K","50K-100K"
0.46,"France","Male",1,1,1,0,"350-600","35-45","<3","100K-130K","+150K"
0.116,"France","Male",2,0,0,0,"<350","18-35","+7","<100K","<50K"
0.024,"France","Female",2,1,0,0,"350-600","18-35","+7","<100K","+150K"
0.4,"Spain","Male",2,0,1,0,"600-850","45+","+7","<100K","+150K"
0.044,"France","Female",2,1,1,0,"<350","18-35","<3","<100K","50K-100K"
0.104,"Spain","Female",2,1,0,0,"<350","18-35","3-5","<100K","100K-150K"
0.444,"Spain","Female",1,0,1,0,"600-850","18-35","3-5","130K-170K","50K-100K"
0.128,"Spain","Female",1,1,0,1,"350-600","45+","5-7","<100K","50K-100K"
0.028,"France","Female",2,1,1,0,"350-600","35-45","+7","<100K","50K-100K"
0.772,"Germany","Male",1,1,0,1,"600-850","18-35","5-7","100K-130K","+150K"
0.18,"France","Female",2,1,0,0,"350-600","18-35","3-5","<100K","+150K"
0.78,"Germany","Female",2,1,1,0,"600-850","35-45","<3","100K-130K","100K-150K"
0.004,"France","Male",1,0,0,0,"350-600","35-45","+7","130K-170K","50K-100K"
0.18,"Spain","Male",2,1,1,0,"<350","18-35","+7","100K-130K","+150K"
0.08,"France","Female",1,1,1,0,"600-850","18-35","5-7","130K-170K","<50K"
0.812,"France","Female",1,0,0,0,"600-850","35-45","5-7","<100K","+150K"
0.2,"Germany","Male",2,1,0,0,"600-850","35-45","5-7","130K-170K","<50K"
0.092,"France","Male",1,1,0,0,"350-600","35-45","3-5","<100K","<50K"
0.856,"Germany","Female",2,1,0,0,"600-850","35-45","3-5","<100K","<50K"
0.04,"Germany","Male",1,1,0,1,"350-600","45+","<3","100K-130K","<50K"
0.364,"Germany","Male",2,0,0,0,"<350","35-45","+7","100K-130K","50K-100K"
0.016,"Spain","Male",2,0,1,0,"600-850","35-45","3-5","<100K","50K-100K"
0.144,"France","Female",1,1,0,0,"350-600","18-35","+7","130K-170K","50K-100K"
0.032,"France","Female",1,1,0,0,"350-600","18-35","<3","130K-170K","50K-100K"
0.252,"Germany","Male",2,1,1,0,"600-850","18-35","5-7","100K-130K","50K-100K"
0.66,"Spain","Male",1,0,1,0,"600-850","18-35","+7","<100K","<50K"
0.052,"Germany","Male",3,1,0,1,"600-850","35-45","<3","100K-130K","+150K"
0.02,"France","Male",2,1,1,0,"350-600","18-35","<3","<100K","50K-100K"
0.804,"Germany","Female",2,0,0,0,"600-850","35-45","<3","100K-130K","<50K"
0.264,"France","Female",1,1,1,0,"350-600","18-35","3-5","100K-130K","50K-100K"
0.232,"France","Male",2,0,1,0,"600-850","35-45","5-7","<100K","100K-150K"
0.02,"France","Female",1,1,0,1,"350-600","45+","+7","100K-130K","100K-150K"
0.352,"France","Female",2,0,1,0,"350-600","35-45","3-5","<100K","100K-150K"
0.024,"Germany","Male",1,1,0,0,"600-850","35-45","<3","<100K","+150K"
0.24,"Spain","Male",2,1,0,0,"600-850","18-35","+7","<100K","<50K"
0.12,"France","Female",1,1,1,0,"600-850","35-45","+7","130K-170K","+150K"
0.036,"France","Male",4,0,0,1,"350-600","35-45","5-7","<100K","100K-150K"
0.116,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.036,"Germany","Male",2,1,1,0,"350-600","18-35","<3","<100K","50K-100K"
0.172,"Germany","Female",2,1,0,0,"350-600","45+","3-5","100K-130K","+150K"
0.836,"Spain","Female",2,1,1,0,"350-600","18-35","3-5","<100K","<50K"
0.004,"France","Male",1,1,0,0,"350-600","18-35","5-7","130K-170K","<50K"
0.732,"Germany","Female",1,0,0,1,"600-850","18-35","5-7","100K-130K","+150K"
0.452,"France","Female",2,1,1,0,"600-850","35-45","3-5","<100K","+150K"
0.32,"France","Male",3,0,0,0,"600-850","35-45","+7","<100K","100K-150K"
0.356,"Spain","Male",2,1,0,0,"<350","18-35","5-7","<100K","+150K"
0.228,"France","Female",1,1,0,1,"600-850","35-45","3-5","<100K","<50K"
0.1,"Spain","Female",1,1,0,0,"<350","35-45","<3","<100K","100K-150K"
0.08,"Germany","Male",1,1,0,1,"600-850","45+","+7","100K-130K","+150K"
0.068,"Spain","Female",2,0,0,0,"<350","18-35","+7","<100K","+150K"
0.096,"Spain","Male",1,1,1,0,"350-600","45+","<3","<100K","+150K"
0.4,"France","Male",1,1,0,0,"600-850","18-35","+7","<100K","+150K"
0.004,"France","Female",1,0,1,0,"350-600","35-45","5-7","130K-170K","50K-100K"
0.24,"France","Female",1,1,1,0,"600-850","35-45","<3","130K-170K","50K-100K"
0.04,"France","Female",4,1,1,1,"350-600","45+","<3","100K-130K","100K-150K"
0.08,"France","Female",1,1,1,0,"350-600","18-35","5-7","100K-130K","50K-100K"
0.08,"Spain","Male",2,1,1,0,"600-850","45+","<3","130K-170K","+150K"
0.248,"Germany","Male",1,0,0,0,"600-850","35-45","3-5","100K-130K","+150K"
0.04,"Germany","Male",1,0,1,0,"<350","35-45","<3","130K-170K","<50K"
0,"Spain","Male",1,1,1,0,"350-600","18-35","<3","<100K","+150K"
0.408,"Germany","Female",1,1,0,1,"<350","45+","+7","<100K","100K-150K"
0.216,"France","Male",1,1,1,0,"350-600","18-35","3-5","<100K","100K-150K"
0.164,"France","Male",2,1,1,0,"<350","35-45","5-7","100K-130K","50K-100K"
0.032,"Spain","Male",2,1,0,0,"600-850","35-45","+7","<100K","50K-100K"
0.196,"Spain","Male",1,1,1,0,"<350","35-45","<3","<100K","+150K"
0.14,"Germany","Female",2,1,1,0,"600-850","35-45","+7","100K-130K","50K-100K"
0.204,"Germany","Female",2,0,0,0,"350-600","35-45","<3","<100K","<50K"
0.036,"Germany","Male",1,0,0,0,"600-850","18-35","5-7","100K-130K","100K-150K"
0.324,"France","Female",1,1,1,0,"600-850","18-35","+7","130K-170K","<50K"
0.224,"France","Female",1,1,0,0,"600-850","35-45","<3","100K-130K","100K-150K"
0.272,"Spain","Female",1,1,1,0,"600-850","35-45","+7","130K-170K","+150K"
0.48,"Germany","Female",1,1,0,0,"600-850","35-45","3-5","130K-170K","+150K"
0.268,"France","Female",3,1,0,1,"<350","35-45","3-5","100K-130K","50K-100K"
0.02,"France","Female",2,1,1,0,"350-600","35-45","3-5","<100K","50K-100K"
0.004,"France","Female",2,1,1,0,"350-600","35-45","<3","<100K","50K-100K"
0.816,"Germany","Female",1,1,0,1,"350-600","35-45","<3","100K-130K","100K-150K"
0.764,"France","Female",1,1,0,0,"<350","35-45","+7","<100K","+150K"
0.032,"Spain","Female",1,1,0,0,"350-600","45+","<3","130K-170K","+150K"
0.088,"Spain","Male",2,1,1,0,"350-600","18-35","3-5","<100K","<50K"
0.124,"France","Male",2,1,1,1,"600-850","18-35","5-7","<100K","100K-150K"
0.028,"Spain","Male",1,1,1,0,"350-600","45+","+7","<100K","50K-100K"
0.004,"France","Male",1,0,0,0,"600-850","45+","<3","<100K","100K-150K"
0.032,"France","Male",2,1,0,0,"600-850","35-45","5-7","<100K","+150K"
0.692,"France","Female",2,0,1,0,"350-600","35-45","<3","<100K","+150K"
0.064,"Spain","Male",2,0,1,0,"350-600","18-35","3-5","<100K","<50K"
0.072,"Spain","Female",2,1,0,1,"350-600","45+","3-5","<100K","100K-150K"
0.036,"France","Male",1,0,1,0,"600-850","35-45","3-5","100K-130K","50K-100K"
0.016,"Germany","Female",2,0,1,0,"600-850","45+","5-7","<100K","<50K"
0.212,"France","Female",1,1,0,1,"<350","45+","5-7","<100K","+150K"
0.312,"Germany","Male",1,1,0,1,"<350","45+","3-5","100K-130K","<50K"
0.048,"Germany","Female",1,1,0,0,"350-600","35-45","+7","<100K","<50K"
0.004,"Spain","Male",2,1,1,0,"<350","35-45","+7","<100K","+150K"
0.028,"Germany","Male",2,0,0,0,"350-600","18-35","<3","<100K","<50K"
0.012,"Germany","Male",1,1,0,1,"<350","45+","+7","100K-130K","+150K"
0.032,"Germany","Male",1,1,0,0,"<350","18-35","5-7","<100K","100K-150K"
0.048,"France","Male",1,0,1,0,"<350","45+","+7","<100K","<50K"
0.036,"Spain","Male",2,1,1,0,"600-850","18-35","+7","130K-170K","<50K"
0.224,"France","Male",1,0,0,1,"350-600","45+","<3","130K-170K","+150K"
0.192,"Germany","Male",1,0,1,0,"<350","18-35","<3","<100K","100K-150K"
0,"France","Male",1,1,1,0,"600-850","45+","3-5","100K-130K","100K-150K"
0.044,"Spain","Male",1,1,1,0,"600-850","18-35","+7","<100K","+150K"
0.036,"France","Male",2,0,1,0,"<350","35-45","+7","<100K","<50K"
0.092,"Germany","Male",2,1,1,0,"600-850","35-45","3-5","<100K","50K-100K"
0.824,"Spain","Female",2,0,0,0,"<350","35-45","5-7","<100K","50K-100K"
0.048,"France","Male",1,0,1,1,"350-600","45+","3-5","<100K","+150K"
0.452,"Germany","Male",2,1,0,0,"350-600","18-35","<3","130K-170K","+150K"
0.04,"France","Female",3,0,1,1,"<350","45+","+7","<100K","50K-100K"
0.012,"Spain","Male",1,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.188,"France","Male",1,1,1,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.108,"Germany","Male",2,1,0,0,"350-600","35-45","5-7","<100K","<50K"
0.008,"France","Female",2,1,0,0,"<350","18-35","3-5","<100K","<50K"
0.008,"Spain","Male",1,1,1,0,"<350","18-35","5-7","<100K","<50K"
0.948,"France","Female",4,1,1,1,"<350","35-45","+7","130K-170K","50K-100K"
0.092,"Germany","Male",1,1,1,0,"350-600","45+","3-5","130K-170K","50K-100K"
0.004,"Spain","Male",2,1,1,0,"<350","45+","<3","130K-170K","100K-150K"
0.44,"Germany","Female",3,1,0,1,"600-850","45+","5-7","130K-170K","100K-150K"
0.076,"Spain","Male",2,1,0,0,"600-850","18-35","5-7","<100K","+150K"
0.456,"Germany","Male",1,0,0,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.32,"Spain","Female",2,1,1,0,"350-600","18-35","5-7","<100K","<50K"
0.56,"France","Male",2,0,0,0,"<350","18-35","5-7","<100K","100K-150K"
0.104,"Spain","Female",1,0,1,0,"600-850","18-35","3-5","100K-130K","+150K"
0.484,"Spain","Male",2,1,1,0,"600-850","18-35","3-5","<100K","50K-100K"
0.168,"Spain","Female",1,1,1,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.064,"France","Male",1,0,1,0,"350-600","35-45","3-5","130K-170K","100K-150K"
0.08,"Germany","Male",1,1,0,1,"600-850","45+","+7","130K-170K","+150K"
0.356,"Germany","Male",2,1,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.104,"France","Male",2,1,1,0,"600-850","35-45","+7","<100K","+150K"
0.6,"France","Female",2,1,0,0,"350-600","35-45","<3","130K-170K","100K-150K"
0.16,"France","Male",2,1,1,0,"350-600","35-45","<3","<100K","50K-100K"
0.344,"France","Female",2,0,0,0,"<350","35-45","+7","<100K","100K-150K"
0.08,"France","Female",1,0,1,0,"600-850","18-35","+7","<100K","+150K"
0.024,"France","Male",1,0,1,0,"<350","18-35","+7","<100K","100K-150K"
0.116,"Spain","Female",1,1,1,0,"350-600","35-45","5-7","100K-130K","100K-150K"
0.096,"France","Female",1,0,1,0,"350-600","18-35","3-5","<100K","<50K"
0.128,"France","Female",1,1,0,0,"350-600","18-35","+7","<100K","50K-100K"
0.072,"Germany","Male",2,1,0,1,"<350","18-35","+7","100K-130K","+150K"
0.2,"Spain","Male",1,1,0,0,"600-850","35-45","5-7","100K-130K","50K-100K"
0.12,"France","Male",1,0,0,0,"<350","18-35","3-5","100K-130K","50K-100K"
0.204,"Spain","Male",2,1,1,0,"600-850","35-45","5-7","<100K","50K-100K"
0.06,"France","Male",2,1,1,0,"350-600","18-35","+7","<100K","<50K"
0.116,"Germany","Male",2,0,0,0,"<350","45+","<3","<100K","50K-100K"
0.02,"France","Male",1,1,1,0,"<350","35-45","<3","130K-170K","50K-100K"
0.04,"France","Female",2,1,0,0,"350-600","18-35","+7","<100K","50K-100K"
0.124,"France","Female",2,1,1,0,"<350","18-35","<3","<100K","+150K"
0.144,"France","Male",2,0,0,0,"350-600","35-45","+7","<100K","<50K"
0.036,"Spain","Male",2,1,1,0,"350-600","18-35","5-7","<100K","50K-100K"
0.192,"France","Female",2,1,1,0,"600-850","45+","+7","<100K","<50K"
0.056,"France","Male",3,0,0,0,"350-600","35-45","5-7","<100K","+150K"
0.016,"Germany","Male",1,1,1,1,"600-850","18-35","5-7","100K-130K","+150K"
0.444,"Spain","Male",1,1,0,0,"600-850","35-45","5-7","<100K","+150K"
0,"Spain","Male",2,1,0,1,"600-850","45+","3-5","<100K","50K-100K"
0.876,"France","Female",2,1,0,0,"600-850","35-45","5-7","+170K","<50K"
0.68,"Germany","Male",3,1,0,1,"<350","35-45","+7","130K-170K","100K-150K"
0.024,"France","Female",2,1,0,0,"350-600","18-35","+7","<100K","+150K"
0.336,"Spain","Female",2,1,0,0,"350-600","35-45","+7","<100K","50K-100K"
0.04,"France","Male",1,1,1,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.836,"France","Male",2,0,0,0,"350-600","18-35","<3","<100K","<50K"
0.04,"Germany","Male",1,1,0,1,"<350","45+","+7","100K-130K","+150K"
0.268,"France","Male",3,1,0,1,"<350","45+","5-7","<100K","+150K"
0.076,"France","Female",1,1,1,0,"<350","18-35","<3","100K-130K","50K-100K"
0.94,"Spain","Male",2,1,1,0,"600-850","45+","3-5","<100K","50K-100K"
0.08,"Germany","Female",1,1,0,0,"350-600","35-45","5-7","100K-130K","100K-150K"
0.148,"Germany","Male",2,0,1,0,"350-600","18-35","<3","<100K","+150K"
0.024,"France","Male",1,0,0,1,"350-600","18-35","<3","130K-170K","<50K"
0.016,"France","Female",2,1,0,0,"350-600","35-45","+7","<100K","100K-150K"
0.832,"France","Female",1,1,0,0,"600-850","18-35","3-5","<100K","+150K"
0.016,"France","Male",2,1,0,0,"<350","35-45","<3","<100K","100K-150K"
0.024,"France","Male",2,0,0,0,"350-600","35-45","5-7","130K-170K","+150K"
0.076,"France","Male",2,1,1,0,"600-850","18-35","3-5","<100K","+150K"
0.044,"Germany","Female",1,1,0,0,"<350","18-35","+7","<100K","50K-100K"
0.232,"Spain","Female",2,1,1,0,"<350","18-35","<3","<100K","50K-100K"
0.232,"Spain","Male",1,1,1,0,"350-600","18-35","+7","100K-130K","<50K"
0.032,"Spain","Male",2,1,1,0,"<350","35-45","3-5","<100K","+150K"
0.016,"Spain","Female",1,1,1,1,"<350","18-35","5-7","<100K","100K-150K"
0.004,"Spain","Male",1,0,1,1,"350-600","35-45","3-5","<100K","+150K"
0.224,"Germany","Female",2,0,0,0,"350-600","18-35","<3","100K-130K","50K-100K"
0.016,"France","Male",1,0,1,0,"350-600","35-45","+7","130K-170K","<50K"
0.048,"Spain","Female",1,1,1,1,"350-600","45+","+7","100K-130K","<50K"
0.364,"Spain","Male",2,0,0,0,"<350","35-45","<3","<100K","100K-150K"
0.556,"Spain","Male",2,0,0,0,"350-600","18-35","+7","130K-170K","+150K"
0.292,"Spain","Male",1,0,1,0,"600-850","35-45","5-7","<100K","<50K"
0.052,"France","Female",2,1,1,0,"350-600","18-35","<3","100K-130K","<50K"
0.416,"France","Female",3,1,1,0,"600-850","45+","+7","<100K","50K-100K"
0.036,"France","Male",2,1,1,0,"<350","18-35","3-5","<100K","100K-150K"
0.256,"Spain","Female",2,1,0,0,"600-850","35-45","5-7","<100K","100K-150K"
0.1,"Spain","Male",1,1,1,0,"600-850","18-35","<3","100K-130K","100K-150K"
0.044,"France","Male",1,0,0,0,"350-600","35-45","5-7","100K-130K","<50K"
0.276,"Spain","Male",2,1,1,0,"350-600","45+","+7","<100K","<50K"
0.052,"France","Female",2,1,1,0,"<350","18-35","<3","<100K","+150K"
0.188,"France","Female",1,1,1,0,"<350","35-45","3-5","<100K","100K-150K"
0.824,"Spain","Male",2,0,0,0,"600-850","45+","<3","100K-130K","<50K"
0.008,"Spain","Male",2,1,0,0,"350-600","35-45","<3","<100K","50K-100K"
0.136,"Germany","Male",2,0,1,0,"350-600","18-35","3-5","100K-130K","100K-150K"
0.04,"France","Male",1,1,0,0,"600-850","35-45","5-7","<100K","<50K"
0.076,"Germany","Female",1,0,1,0,"<350","45+","<3","<100K","<50K"
0.02,"France","Female",1,1,0,1,"<350","18-35","+7","100K-130K","100K-150K"
0.028,"France","Female",1,1,0,0,"<350","18-35","3-5","130K-170K","50K-100K"
0.016,"Germany","Male",1,1,1,0,"350-600","35-45","5-7","130K-170K","<50K"
0.032,"France","Male",1,0,0,0,"600-850","35-45","<3","<100K","50K-100K"
0.204,"France","Male",2,1,1,0,"350-600","45+","<3","<100K","50K-100K"
0.664,"Spain","Male",2,1,1,0,"600-850","35-45","5-7","<100K","50K-100K"
0.356,"France","Female",1,1,0,1,"<350","45+","+7","<100K","+150K"
0.044,"France","Female",2,1,0,0,"350-600","18-35","<3","130K-170K","+150K"
0.16,"France","Male",2,1,1,0,"600-850","35-45","3-5","100K-130K","50K-100K"
0.1,"France","Female",2,1,1,0,"<350","35-45","5-7","<100K","<50K"
0.58,"Spain","Female",2,1,1,0,"600-850","45+","3-5","<100K","<50K"
0.032,"Spain","Male",1,1,1,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.168,"Germany","Male",2,0,1,0,"350-600","18-35","+7","130K-170K","+150K"
0.748,"Germany","Female",2,1,1,1,"<350","45+","3-5","130K-170K","<50K"
0.02,"Germany","Male",2,1,1,0,"350-600","18-35","+7","130K-170K","50K-100K"
0.028,"Germany","Female",2,1,1,0,"600-850","18-35","3-5","100K-130K","100K-150K"
0.264,"France","Male",1,1,0,0,"350-600","18-35","3-5","100K-130K","100K-150K"
0.036,"France","Female",2,0,1,0,"600-850","35-45","+7","<100K","50K-100K"
0.204,"France","Female",2,1,0,0,"<350","18-35","5-7","<100K","50K-100K"
0.184,"France","Male",2,0,0,0,"600-850","18-35","+7","<100K","+150K"
0.072,"Spain","Male",1,0,1,1,"<350","35-45","<3","<100K","<50K"
0.268,"Germany","Female",2,0,0,0,"350-600","45+","+7","<100K","100K-150K"
0.012,"France","Female",1,1,1,0,"<350","18-35","+7","<100K","100K-150K"
0.052,"Germany","Female",2,1,0,0,"<350","18-35","+7","100K-130K","+150K"
0.088,"Germany","Female",2,1,1,1,"600-850","35-45","<3","100K-130K","100K-150K"
0.056,"France","Male",1,1,0,0,"<350","35-45","+7","100K-130K","100K-150K"
0.02,"France","Female",2,1,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.084,"France","Male",3,1,1,1,"350-600","45+","<3","<100K","+150K"
0.12,"France","Female",1,0,0,1,"600-850","45+","<3","130K-170K","+150K"
0.116,"Spain","Female",1,1,1,0,"<350","18-35","+7","130K-170K","<50K"
0.004,"Germany","Male",2,0,0,0,"350-600","45+","+7","130K-170K","100K-150K"
0.148,"Germany","Male",2,1,0,0,"350-600","18-35","+7","130K-170K","+150K"
0.372,"Germany","Male",2,1,1,0,"600-850","18-35","3-5","130K-170K","100K-150K"
0.04,"France","Female",1,0,1,1,"600-850","45+","<3","<100K","100K-150K"
0.612,"France","Female",1,1,1,0,"350-600","45+","<3","<100K","100K-150K"
0.152,"Spain","Female",1,0,0,1,"350-600","35-45","3-5","<100K","+150K"
0.52,"Germany","Male",1,0,1,1,"<350","35-45","+7","100K-130K","<50K"
0.172,"France","Male",1,1,0,1,"600-850","35-45","+7","100K-130K","<50K"
0.408,"France","Female",1,1,1,0,"<350","18-35","3-5","<100K","100K-150K"
0.06,"France","Female",2,0,1,1,"350-600","45+","<3","<100K","+150K"
0.18,"France","Female",1,1,1,1,"350-600","35-45","5-7","130K-170K","100K-150K"
0.852,"France","Male",2,1,1,0,"350-600","18-35","5-7","<100K","100K-150K"
0.296,"France","Female",1,1,0,0,"350-600","18-35","+7","<100K","<50K"
0.168,"Germany","Male",1,1,0,0,"<350","45+","+7","130K-170K","50K-100K"
0.092,"France","Male",2,0,0,1,"<350","45+","<3","<100K","<50K"
0.156,"France","Male",1,0,0,0,"<350","18-35","+7","<100K","50K-100K"
0.032,"Germany","Male",1,0,1,1,"350-600","45+","+7","100K-130K","100K-150K"
0.172,"France","Male",1,0,0,0,"350-600","18-35","3-5","100K-130K","100K-150K"
0.152,"France","Male",2,1,0,0,"350-600","35-45","+7","<100K","100K-150K"
0.152,"Spain","Female",2,0,1,0,"350-600","45+","<3","<100K","+150K"
0.044,"France","Male",1,0,0,0,"<350","18-35","+7","<100K","<50K"
0.4,"France","Male",2,1,0,0,"350-600","18-35","+7","<100K","+150K"
0.364,"Spain","Female",1,0,0,1,"600-850","45+","+7","<100K","<50K"
0.38,"Spain","Female",2,1,0,0,"<350","18-35","3-5","<100K","+150K"
0.004,"Spain","Female",2,0,1,0,"<350","35-45","3-5","<100K","100K-150K"
0.02,"France","Male",1,1,1,0,"600-850","18-35","<3","100K-130K","50K-100K"
0.16,"Spain","Male",1,1,0,0,"350-600","18-35","+7","<100K","100K-150K"
0.008,"Spain","Male",2,1,0,0,"600-850","35-45","5-7","130K-170K","+150K"
0.04,"Spain","Male",1,1,1,0,"600-850","35-45","<3","<100K","<50K"
0.036,"France","Female",2,0,0,0,"<350","35-45","<3","<100K","<50K"
0.168,"France","Male",2,0,1,0,"350-600","18-35","3-5","<100K","50K-100K"
0.076,"Spain","Female",1,1,1,0,"600-850","35-45","5-7","130K-170K","100K-150K"
0.228,"France","Male",2,0,1,0,"350-600","45+","5-7","100K-130K","100K-150K"
0.504,"France","Female",1,1,1,0,"600-850","35-45","<3","130K-170K","100K-150K"
0.104,"Germany","Female",1,1,0,1,"<350","18-35","+7","100K-130K","<50K"
